Wikidata,PersonInWikidata,PersonInPausanias,Description,Entity,Wikipedia,FatherLabel,FatherURL,MotherLabel,MotherURL
http://www.wikidata.org/entity/Q75163920,"Marcus Flaccinius Marcellus",,"römischer Offizier (Kaiserzeit)",human,,,,,
http://www.wikidata.org/entity/Q11935134,"Marcus Flavius",,"tribune of the plebs 327 and 323 BC",human,https://en.wikipedia.org/wiki/Marcus_Flavius,http://www.wikidata.org/.well-known/genid/6fdff53e2a2b88939efe9d14042764fb,http://www.wikidata.org/.well-known/genid/6fdff53e2a2b88939efe9d14042764fb,http://www.wikidata.org/.well-known/genid/7547d2693ce77777dd1901dec9f27572,http://www.wikidata.org/.well-known/genid/7547d2693ce77777dd1901dec9f27572
http://www.wikidata.org/entity/Q12286151,"Marcus Flavius Aper",,"cónsul sufecto en 103",human,,,,,
http://www.wikidata.org/entity/Q3735624,"Marcus Flavius Aper",,"Roman consul 176 AD",human,,"Marcus Flavius Aper",http://www.wikidata.org/entity/Q658973,,
http://www.wikidata.org/entity/Q658973,"Marcus Flavius Aper",,"Roman consul 130 AD",human,,,,,
http://www.wikidata.org/entity/Q106512554,"Marcus Flavius Drusianus",,"praetorian prefect under Septimius Severus",human,,,,,
http://www.wikidata.org/entity/Q82512476,"Marcus Flavius Impetratus",,"römischer Offizier (Kaiserzeit)",human,,,,,
http://www.wikidata.org/entity/Q88175085,"Marcus Flavius Miles",,"2nd-century prefect of Cohors III Batavorum milliaria equitata",human,,,,,
http://www.wikidata.org/entity/Q15141111,"Marcus Flavius Vitellius Seleucus",,"Roman consul 221 AD",human,,,,,
http://www.wikidata.org/entity/Q1229491,"Marcus Folius Flaccinator",,"consul 318 BC",human,https://en.wikipedia.org/wiki/Marcus_Foslius_Flaccinator_(consul_318_BC),http://www.wikidata.org/.well-known/genid/3731f0d43d9be0708422be8d4a0c6715,http://www.wikidata.org/.well-known/genid/3731f0d43d9be0708422be8d4a0c6715,http://www.wikidata.org/.well-known/genid/8846dfefa334ddb6a5002b8f5559fa3a,http://www.wikidata.org/.well-known/genid/8846dfefa334ddb6a5002b8f5559fa3a
http://www.wikidata.org/entity/Q717425,"Marcus Fonteius",,"propraetor of Gallia Narbonensis in 69 BC",human,,"Gaius Fonteius",http://www.wikidata.org/entity/Q20002235,http://www.wikidata.org/.well-known/genid/00bb6552861f92d533d6d4b7aebdac9e,http://www.wikidata.org/.well-known/genid/00bb6552861f92d533d6d4b7aebdac9e
http://www.wikidata.org/entity/Q12121377,"Marcus Foslius Flaccinator",,"ancient roman politician",human,,,,,
http://www.wikidata.org/entity/Q761896,"Marcus Foslius Flaccinator",,"5th-century BC Roman statesman",human,https://en.wikipedia.org/wiki/Marcus_Foslius_Flaccinator,http://www.wikidata.org/.well-known/genid/5772b6c0918a28e83ed7cb732a139135,http://www.wikidata.org/.well-known/genid/5772b6c0918a28e83ed7cb732a139135,http://www.wikidata.org/.well-known/genid/628d9df927cfeabe127497e5207c34c3,http://www.wikidata.org/.well-known/genid/628d9df927cfeabe127497e5207c34c3
http://www.wikidata.org/entity/Q12286154,"Marcus Fulvius",,,human,,,,,
http://www.wikidata.org/entity/Q174265,"Marcus Fulvius Bambalio",,"father of Fulvia",human,,http://www.wikidata.org/.well-known/genid/3265cea1c6ecc1af694a636657f80670,http://www.wikidata.org/.well-known/genid/3265cea1c6ecc1af694a636657f80670,http://www.wikidata.org/.well-known/genid/7828590f30dd5d7ead3753fb10109721,http://www.wikidata.org/.well-known/genid/7828590f30dd5d7ead3753fb10109721
http://www.wikidata.org/entity/Q426153,"Marcus Fulvius Centumalus",,"römischer Stadtprätor",human,,http://www.wikidata.org/.well-known/genid/60a939d738851686630398a929a0f6d0,http://www.wikidata.org/.well-known/genid/60a939d738851686630398a929a0f6d0,http://www.wikidata.org/.well-known/genid/137ea8daa5c114e79441ff735a0da82a,http://www.wikidata.org/.well-known/genid/137ea8daa5c114e79441ff735a0da82a
http://www.wikidata.org/entity/Q1541247,"Marcus Fulvius Curvus Paetinus",,"Roman suffect consul in 305 BC",human,https://en.wikipedia.org/wiki/Marcus_Fulvius_Curvus_Paetinus,"Lucius Fulvius Curvus",http://www.wikidata.org/entity/Q1146364,http://www.wikidata.org/.well-known/genid/f5b1adf757d9b5edde9e50b3fa6f8d66,http://www.wikidata.org/.well-known/genid/f5b1adf757d9b5edde9e50b3fa6f8d66
http://www.wikidata.org/entity/Q11935137,"Marcus Fulvius Flaccus",,"legado en Hispania",human,,http://www.wikidata.org/.well-known/genid/424917a5f7610a5d3382c738382b6e74,http://www.wikidata.org/.well-known/genid/424917a5f7610a5d3382c738382b6e74,http://www.wikidata.org/.well-known/genid/be18843be604372c90ebbf8d88f2f17a,http://www.wikidata.org/.well-known/genid/be18843be604372c90ebbf8d88f2f17a
http://www.wikidata.org/entity/Q1284890,"Marcus Fulvius Flaccus",,"Roman consul",human,https://en.wikipedia.org/wiki/Marcus_Fulvius_Flaccus_(consul_264_BC),http://www.wikidata.org/.well-known/genid/bea86b32c8309f386edc5b363eebb7b1,http://www.wikidata.org/.well-known/genid/bea86b32c8309f386edc5b363eebb7b1,http://www.wikidata.org/.well-known/genid/30d7fda623ec598723de429f172c0140,http://www.wikidata.org/.well-known/genid/30d7fda623ec598723de429f172c0140
http://www.wikidata.org/entity/Q20005530,"Marcus Fulvius Flaccus",,"tribuno de la plebe 198 a. C.",human,,,,,
http://www.wikidata.org/entity/Q20005532,"Marcus Fulvius Flaccus",,,human,,,,,
http://www.wikidata.org/entity/Q712202,"Marcus Fulvius Flaccus",,"Roman consul 125 BC",human,https://en.wikipedia.org/wiki/Marcus_Fulvius_Flaccus_(consul_125_BC),http://www.wikidata.org/.well-known/genid/98ab4203b0878041a4fe4a5bd68449b1,http://www.wikidata.org/.well-known/genid/98ab4203b0878041a4fe4a5bd68449b1,http://www.wikidata.org/.well-known/genid/3189c7ba1552aca9794fb703eeb7cd62,http://www.wikidata.org/.well-known/genid/3189c7ba1552aca9794fb703eeb7cd62
http://www.wikidata.org/entity/Q681450,"Marcus Fulvius Gillo",,politician,human,,,,,
http://www.wikidata.org/entity/Q11935140,"Marcus Fulvius Nobilior",,"conspirators with Catiline in 63 BC",human,,http://www.wikidata.org/.well-known/genid/7eab09890563a8a996fbe3421cf5a223,http://www.wikidata.org/.well-known/genid/7eab09890563a8a996fbe3421cf5a223,http://www.wikidata.org/.well-known/genid/f2386be7aa4447c967811eb6d5b75c51,http://www.wikidata.org/.well-known/genid/f2386be7aa4447c967811eb6d5b75c51
http://www.wikidata.org/entity/Q166579,"Marcus Fulvius Nobilior",,"Roman consul in 159 BC",human,https://en.wikipedia.org/wiki/Marcus_Fulvius_Nobilior_(consul_159_BC),"Marcus Fulvius Nobilior",http://www.wikidata.org/entity/Q718125,http://www.wikidata.org/.well-known/genid/7298275a81866bd73ee329154b57b747,http://www.wikidata.org/.well-known/genid/7298275a81866bd73ee329154b57b747
http://www.wikidata.org/entity/Q20005534,"Marcus Fulvius Nobilior",,"military tribune 180 BC",human,,,,,
http://www.wikidata.org/entity/Q718125,"Marcus Fulvius Nobilior",,"Roman consul in 189 BC",human,https://en.wikipedia.org/wiki/Marcus_Fulvius_Nobilior_(consul_189_BC),http://www.wikidata.org/.well-known/genid/6c2865e171cf1282609c09db97682006,http://www.wikidata.org/.well-known/genid/6c2865e171cf1282609c09db97682006,http://www.wikidata.org/.well-known/genid/4b2a5257550ce9127109f4a790feb72a,http://www.wikidata.org/.well-known/genid/4b2a5257550ce9127109f4a790feb72a
http://www.wikidata.org/entity/Q135279,"Marcus Fulvius Paetinus",,"politician (0400-0300)",human,,http://www.wikidata.org/.well-known/genid/0b35a8f8b34836587f7cd3758919b1f9,http://www.wikidata.org/.well-known/genid/0b35a8f8b34836587f7cd3758919b1f9,http://www.wikidata.org/.well-known/genid/ebf2cab2ed3b29cc8d97b498f3306366,http://www.wikidata.org/.well-known/genid/ebf2cab2ed3b29cc8d97b498f3306366
http://www.wikidata.org/entity/Q11935141,"Marcus Fundanius",,"tribune of the plebs 195 BC",human,,http://www.wikidata.org/.well-known/genid/b584ff8ca9b0e11ad96d6ff7d3ef8ab5,http://www.wikidata.org/.well-known/genid/b584ff8ca9b0e11ad96d6ff7d3ef8ab5,http://www.wikidata.org/.well-known/genid/3b6eb1e5838d666a2f6053c42ee9eb9d,http://www.wikidata.org/.well-known/genid/3b6eb1e5838d666a2f6053c42ee9eb9d
http://www.wikidata.org/entity/Q11935144,"Marcus Fundanius Fundulus",,"plebeian aedile in 213 BC",human,,,,,
http://www.wikidata.org/entity/Q11935143,"Marcus Furius",,,human,,http://www.wikidata.org/.well-known/genid/b7dd93eb3a64ffca11d3a2e8cacc5763,http://www.wikidata.org/.well-known/genid/b7dd93eb3a64ffca11d3a2e8cacc5763,http://www.wikidata.org/.well-known/genid/d2cf21419027995941e6d76c5266ec01,http://www.wikidata.org/.well-known/genid/d2cf21419027995941e6d76c5266ec01
http://www.wikidata.org/entity/Q250668,"Marcus Furius Bibaculus",,"Roman poet, who versified the exploits of Julius Caesar in Gaul",human,https://en.wikipedia.org/wiki/Marcus_Furius_Bibaculus,http://www.wikidata.org/.well-known/genid/6696aac561d530dce34e84ba385f5abe,http://www.wikidata.org/.well-known/genid/6696aac561d530dce34e84ba385f5abe,http://www.wikidata.org/.well-known/genid/8f940d45080bfc270dc956dfccf17104,http://www.wikidata.org/.well-known/genid/8f940d45080bfc270dc956dfccf17104
http://www.wikidata.org/entity/Q12286156,"Marcus Furius Camillus",,,human,,,,,
http://www.wikidata.org/entity/Q294862,"Marcus Furius Camillus",,"politician and soldier (446–365 BCE)",human,https://en.wikipedia.org/wiki/Marcus_Furius_Camillus,"Lucius Furius Medullinus",http://www.wikidata.org/entity/Q784146,http://www.wikidata.org/.well-known/genid/d598578a2ff83133470e3ed6cd7b51d9,http://www.wikidata.org/.well-known/genid/d598578a2ff83133470e3ed6cd7b51d9
http://www.wikidata.org/entity/Q666740,"Marcus Furius Camillus",,"1st century AD Roman senator and consul",human,https://en.wikipedia.org/wiki/Marcus_Furius_Camillus_(consul),,,,
http://www.wikidata.org/entity/Q6758177,"Marcus Furius Camillus",,"Roman governor of the Africa province who defeated the Numidian rebel Tacfarinas in 17 AD",human,,,,,
http://www.wikidata.org/entity/Q11935145,"Marcus Furius Crassipes",,"Politiker der römischen Republik",human,,http://www.wikidata.org/.well-known/genid/b7c0919cb073d3552f637a6dbabe0ea2,http://www.wikidata.org/.well-known/genid/b7c0919cb073d3552f637a6dbabe0ea2,http://www.wikidata.org/.well-known/genid/e29a7244fca0abefe86af4dcb8be071f,http://www.wikidata.org/.well-known/genid/e29a7244fca0abefe86af4dcb8be071f
http://www.wikidata.org/entity/Q12286157,"Marcus Furius Fusus",,,human,,,,,
http://www.wikidata.org/entity/Q1894150,"Marcus Furius Fusus",,"Roman Republican consular tribune in 403 BC",human,https://en.wikipedia.org/wiki/Marcus_Furius_Fusus,http://www.wikidata.org/.well-known/genid/4448ea3bcd8fde4fc86e6bed4c6ccf1e,http://www.wikidata.org/.well-known/genid/4448ea3bcd8fde4fc86e6bed4c6ccf1e,http://www.wikidata.org/.well-known/genid/73962a08e61889541817d2c057149389,http://www.wikidata.org/.well-known/genid/73962a08e61889541817d2c057149389
http://www.wikidata.org/entity/Q11935146,"Marcus Furius Luscus",,"edil plebeyo en el año 187 a. C.",human,,http://www.wikidata.org/.well-known/genid/3ac0b5f130941a5b5aedb2d83f8b512b,http://www.wikidata.org/.well-known/genid/3ac0b5f130941a5b5aedb2d83f8b512b,http://www.wikidata.org/.well-known/genid/e91b547fd60fac5abc63603f839d3964,http://www.wikidata.org/.well-known/genid/e91b547fd60fac5abc63603f839d3964
http://www.wikidata.org/entity/Q50300133,"Marcus Furius Philus",,"Roman monneyer M. Furius L.f. Philus",human,,http://www.wikidata.org/.well-known/genid/d2b7bbf9234c3ff87654157fa13b76e8,http://www.wikidata.org/.well-known/genid/d2b7bbf9234c3ff87654157fa13b76e8,http://www.wikidata.org/.well-known/genid/e10cba8764826cb9d7821105f526f6b7,http://www.wikidata.org/.well-known/genid/e10cba8764826cb9d7821105f526f6b7
http://www.wikidata.org/entity/Q50077278,"Marcus Galerius Aurelius Antoninus",,"son of Antoninus Pius",human,,"Antoninus Pius",http://www.wikidata.org/entity/Q1429,"Faustina the Elder",http://www.wikidata.org/entity/Q234734
http://www.wikidata.org/entity/Q11935148,"Marcus Gallio",,"rhetorician mentioned by Cicero","human whose existence is disputed",,,,,
http://www.wikidata.org/entity/Q109407034,"Marcus Gallius",,"adoptive father of Axianus",human,,,,,
http://www.wikidata.org/entity/Q2165262,"Marcus Gallius",,"adopted father of emperor Tiberius",human,,"Quintus Gallius",http://www.wikidata.org/entity/Q19714708,,
http://www.wikidata.org/entity/Q106510599,"Marcus Gallius Axianus",,"son of a friend of Cicero and Varro",human,,"Marcus Gallius",http://www.wikidata.org/entity/Q109407034,,
http://www.wikidata.org/entity/Q106510599,"Marcus Gallius Axianus",,"son of a friend of Cicero and Varro",human,,"Quintus Axius",http://www.wikidata.org/entity/Q12901702,,
http://www.wikidata.org/entity/Q11935147,"Marcus Gallus",,"ancient Roman physician",human,,,,,
http://www.wikidata.org/entity/Q117841,"Marcus Gavius Apicius",,"1st century BC Roman aristocrat and gourmet",human,https://en.wikipedia.org/wiki/Marcus_Gavius_Apicius,,,,
http://www.wikidata.org/entity/Q24939550,"Marcus Gavius Appalius Maximus",,politician,human,,,,,
http://www.wikidata.org/entity/Q1238460,"Marcus Gavius Cornelius Cethegus",,"2nd century Roman senator and consul",human,https://en.wikipedia.org/wiki/Marcus_Gavius_Cornelius_Cethegus,"Marcus Gavius Squilla Gallicanus",http://www.wikidata.org/entity/Q765988,,
http://www.wikidata.org/entity/Q66899301,"Marcus Gavius Crispus Numisius Iunior",,Statthalter,human,,,,,
http://www.wikidata.org/entity/Q667574,"Marcus Gavius Maximus",,"Roman civil official and military officer (died 156)",human,https://en.wikipedia.org/wiki/Marcus_Gavius_Maximus,,,,
http://www.wikidata.org/entity/Q12286076,"Marcus Gavius Orfitus",,"Roman consul 165 AD",human,,,,,
http://www.wikidata.org/entity/Q677900,"Marcus Gavius Squilla Gallicanus",,"Roman ordinary consul in 127",human,https://en.wikipedia.org/wiki/Marcus_Gavius_Squilla_Gallicanus_(consul_127),,,,
http://www.wikidata.org/entity/Q765988,"Marcus Gavius Squilla Gallicanus",,"Roman senator and consul in 150",human,https://en.wikipedia.org/wiki/Marcus_Gavius_Squilla_Gallicanus,"Marcus Gavius Squilla Gallicanus",http://www.wikidata.org/entity/Q677900,"Pompeia Agrippinilla",http://www.wikidata.org/entity/Q105495641
http://www.wikidata.org/entity/Q1219152,"Marcus Geganius Macerinus",,politician,human,,http://www.wikidata.org/.well-known/genid/1c23de6cc296763b9c0e99ac6f525549,http://www.wikidata.org/.well-known/genid/1c23de6cc296763b9c0e99ac6f525549,http://www.wikidata.org/.well-known/genid/6ca2977390547ecbd09868e470d1fffa,http://www.wikidata.org/.well-known/genid/6ca2977390547ecbd09868e470d1fffa
http://www.wikidata.org/entity/Q64612,"Marcus Geganius Macerinus",,"5th-century BC Roman statesman and consul",human,https://en.wikipedia.org/wiki/Marcus_Geganius_Macerinus,http://www.wikidata.org/.well-known/genid/f0effc46db7d11e5f6c85a3e15c2d43c,http://www.wikidata.org/.well-known/genid/f0effc46db7d11e5f6c85a3e15c2d43c,http://www.wikidata.org/.well-known/genid/e2d9136140f06f1d4bd24af45320898b,http://www.wikidata.org/.well-known/genid/e2d9136140f06f1d4bd24af45320898b
http://www.wikidata.org/entity/Q11935149,"Marcus Genucius",,,human,,,,,
http://www.wikidata.org/entity/Q1215372,"Marcus Genucius Augurinus",,politician,human,https://en.wikipedia.org/wiki/Marcus_Genucius_Augurinus,http://www.wikidata.org/.well-known/genid/7a6c07155bf1a086256da09c3dbdecef,http://www.wikidata.org/.well-known/genid/7a6c07155bf1a086256da09c3dbdecef,http://www.wikidata.org/.well-known/genid/eaf51233f81d4ba5dd31b19bd49c96db,http://www.wikidata.org/.well-known/genid/eaf51233f81d4ba5dd31b19bd49c96db
http://www.wikidata.org/entity/Q84144632,"Marcus Gongius Paternus Nestorianus",,"prefect of the Ala I Thracum Veterana",human,,,,,
http://www.wikidata.org/entity/Q1498937,"Marcus Granius Marcellus",,"proconsul of Bithynia and Pontus in 15 AD",human,https://en.wikipedia.org/wiki/Granius_Marcellus,,,,
http://www.wikidata.org/entity/Q1164987,"Marcus Gratidius",,"granduncle of Cicero",human,https://en.wikipedia.org/wiki/Marcus_Gratidius,Gratidius,http://www.wikidata.org/entity/Q92430378,http://www.wikidata.org/.well-known/genid/189159f7f4ba4d45544ec3e787170fe7,http://www.wikidata.org/.well-known/genid/189159f7f4ba4d45544ec3e787170fe7
http://www.wikidata.org/entity/Q20005542,"Marcus Gratidius",,"ancient Roman legate",human,,"Marcus Gratidius",http://www.wikidata.org/entity/Q93120480,http://www.wikidata.org/.well-known/genid/94d6af6d6c45ba0b8878365f9ca1db54,http://www.wikidata.org/.well-known/genid/94d6af6d6c45ba0b8878365f9ca1db54
http://www.wikidata.org/entity/Q93120480,"Marcus Gratidius",,"relative of Gaius Marius and Cicero",human,,"Marcus Gratidius",http://www.wikidata.org/entity/Q1164987,Maria,http://www.wikidata.org/entity/Q93117204
http://www.wikidata.org/entity/Q12286083,"Marcus Heius",,"gobernador romano de Egipto entre los años 42 y 45",human,,http://www.wikidata.org/.well-known/genid/90247f68c50fd3c665dc01dde75b6387,http://www.wikidata.org/.well-known/genid/90247f68c50fd3c665dc01dde75b6387,http://www.wikidata.org/.well-known/genid/7efdc0d0a6da61ab17e552a7f8689c46,http://www.wikidata.org/.well-known/genid/7efdc0d0a6da61ab17e552a7f8689c46
http://www.wikidata.org/entity/Q73409078,"Marcus Helenius Priscus",,"römischer Offizier (Kaiserzeit)",human,,,,,
http://www.wikidata.org/entity/Q11935155,"Marcus Helvius",,"edil y pretor romano del siglo II a. C.",human,,http://www.wikidata.org/.well-known/genid/3a76a03dd7520333cc45cf411c0b840e,http://www.wikidata.org/.well-known/genid/3a76a03dd7520333cc45cf411c0b840e,http://www.wikidata.org/.well-known/genid/ff4aa0a1ad1deee77d205f7800307e06,http://www.wikidata.org/.well-known/genid/ff4aa0a1ad1deee77d205f7800307e06
http://www.wikidata.org/entity/Q16674345,"Marcus Helvius Geminus",,,human,,,,,
http://www.wikidata.org/entity/Q1283524,"Marcus Herennius",,"Roman consul in 93 BC",human,https://en.wikipedia.org/wiki/Marcus_Herennius_(consul_93_BC),http://www.wikidata.org/.well-known/genid/b11051786331dd606c1da87af24f1722,http://www.wikidata.org/.well-known/genid/b11051786331dd606c1da87af24f1722,http://www.wikidata.org/.well-known/genid/00cb5d3d26616ce5535e682e0ffabfeb,http://www.wikidata.org/.well-known/genid/00cb5d3d26616ce5535e682e0ffabfeb
http://www.wikidata.org/entity/Q20005544,"Marcus Herennius",,,human,,,,,
http://www.wikidata.org/entity/Q12286160,"Marcus Herennius Faustus",,"Roman senator and suffect consul in 121",human,https://en.wikipedia.org/wiki/Marcus_Herennius_Faustus,,,,
http://www.wikidata.org/entity/Q20011936,"Marcus Herennius Picens",,"Roman senator and consul suffect in AD 1",human,,"Marcus Herennius Picens",http://www.wikidata.org/entity/Q6758221,,
http://www.wikidata.org/entity/Q6758221,"Marcus Herennius Picens",,"Roman consul in 34 BC",human,https://en.wikipedia.org/wiki/Marcus_Herennius_Picens_(consul_34_BC),http://www.wikidata.org/.well-known/genid/2f11382718b576102a55431b173cdc0e,http://www.wikidata.org/.well-known/genid/2f11382718b576102a55431b173cdc0e,http://www.wikidata.org/.well-known/genid/ff4821bd5e060babf92c4d85134cd035,http://www.wikidata.org/.well-known/genid/ff4821bd5e060babf92c4d85134cd035
http://www.wikidata.org/entity/Q12286158,"Marcus Herennius Secundus",,"consul romain en 183",human,,,,,
http://www.wikidata.org/entity/Q11050021,"Marcus Hirrius Fronto Neratius Pansa",,"1st century Roman senator and official",human,https://en.wikipedia.org/wiki/Marcus_Hirrius_Fronto_Neratius_Pansa,,,,
http://www.wikidata.org/entity/Q75163932,"Marcus Hispanius Modestinus",,"römischer Offizier (Kaiserzeit)",human,,,,,
http://www.wikidata.org/entity/Q1801458,"Marcus Holconius Celer",,"roman businness person and civil servant in ancient Pompeii",human,,"Marcus Holconius Rufus",http://www.wikidata.org/entity/Q1500013,,
http://www.wikidata.org/entity/Q1500013,"Marcus Holconius Rufus",,"Roman businessman, priest and civil servant in ancient Pompeii",human,,,,,
http://www.wikidata.org/entity/Q55463243,"Marcus Horatius",,"ancient Rome politician","hypothetical person",,"Lucius Horatius",http://www.wikidata.org/entity/Q55463592,http://www.wikidata.org/.well-known/genid/a53602b32fb6d8c45c77c40ccdb05628,http://www.wikidata.org/.well-known/genid/a53602b32fb6d8c45c77c40ccdb05628
http://www.wikidata.org/entity/Q55463614,"Marcus Horatius",,"antepasado de los Horacios Pulvilos y Barbatos","hypothetical person",,http://www.wikidata.org/.well-known/genid/52ae08e108eb845fe22565b37dc6b33e,http://www.wikidata.org/.well-known/genid/52ae08e108eb845fe22565b37dc6b33e,http://www.wikidata.org/.well-known/genid/cfd1dc9856cfc65e15c9010f8342f682,http://www.wikidata.org/.well-known/genid/cfd1dc9856cfc65e15c9010f8342f682
http://www.wikidata.org/entity/Q638770,"Marcus Horatius",,"4th century BC Roman politician",human,,http://www.wikidata.org/.well-known/genid/60195204065c0aa0273f3e665bdff0d0,http://www.wikidata.org/.well-known/genid/60195204065c0aa0273f3e665bdff0d0,http://www.wikidata.org/.well-known/genid/257a527849f02e44e8af0405b861a2e5,http://www.wikidata.org/.well-known/genid/257a527849f02e44e8af0405b861a2e5
http://www.wikidata.org/entity/Q55753199,"Marcus Horatius Pulvillus",,"padre de Horacio Pulvilo","hypothetical person",,"Marcus Horatius Pulvillus",http://www.wikidata.org/entity/Q722098,http://www.wikidata.org/.well-known/genid/1cbd21be4fdd5ac80b6455397b1e5576,http://www.wikidata.org/.well-known/genid/1cbd21be4fdd5ac80b6455397b1e5576
http://www.wikidata.org/entity/Q55753201,"Marcus Horatius Pulvillus",,"supuesto cónsul en el año 457 a. C.",human,,"Marcus Horatius Pulvillus",http://www.wikidata.org/entity/Q55753199,http://www.wikidata.org/.well-known/genid/496ff0d5092f2a4ab4006ea010f76746,http://www.wikidata.org/.well-known/genid/496ff0d5092f2a4ab4006ea010f76746
http://www.wikidata.org/entity/Q722098,"Marcus Horatius Pulvillus",,"late 6th century BC Roman politician involved in the expulsion of Rome's last king",human,https://en.wikipedia.org/wiki/Marcus_Horatius_Pulvillus,"Marcus Horatius",http://www.wikidata.org/entity/Q55463614,http://www.wikidata.org/.well-known/genid/72cc7128f0d863bbf79e3e65bff456f2,http://www.wikidata.org/.well-known/genid/72cc7128f0d863bbf79e3e65bff456f2
http://www.wikidata.org/entity/Q612508,"Marcus Horatius Turrinus Barbatus",,"5th-century BC Roman senator and consul",human,https://en.wikipedia.org/wiki/Marcus_Horatius_Turrinus_Barbatus,"Marcus Horatius",http://www.wikidata.org/entity/Q55463243,http://www.wikidata.org/.well-known/genid/14048e53be3b80b8dd6e24a6baaa8294,http://www.wikidata.org/.well-known/genid/14048e53be3b80b8dd6e24a6baaa8294
http://www.wikidata.org/entity/Q11935159,"Marcus Hostilius",,"Roman magistrate who changed the location of the city Salapia",human,,http://www.wikidata.org/.well-known/genid/231b29258e3bf98f08fd0af8341b2e03,http://www.wikidata.org/.well-known/genid/231b29258e3bf98f08fd0af8341b2e03,http://www.wikidata.org/.well-known/genid/caa9f1bd6f0cb69f1e02110ddcd84372,http://www.wikidata.org/.well-known/genid/caa9f1bd6f0cb69f1e02110ddcd84372
http://www.wikidata.org/entity/Q17747765,"Marcus Insteius",,"follower of the triumvir Marcus Antonius",human,,http://www.wikidata.org/.well-known/genid/8c934375c53ba5971a47e46efd7af74e,http://www.wikidata.org/.well-known/genid/8c934375c53ba5971a47e46efd7af74e,http://www.wikidata.org/.well-known/genid/ea0715b51b7b318940b202fc934c1d45,http://www.wikidata.org/.well-known/genid/ea0715b51b7b318940b202fc934c1d45
http://www.wikidata.org/entity/Q12286089,"Marcus Insteius Bithynicus",,"suffect consul in 162",human,,,,,
http://www.wikidata.org/entity/Q81179894,"Marcus Insteius Coelenus",,"Roman military diplomat in the 2nd century",human,,,,,
http://www.wikidata.org/entity/Q2494981,"Marcus Iulius Gessius Marcianus",,"2nd/3rd century Syrian-born Roman nobleman",human,https://en.wikipedia.org/wiki/Marcus_Julius_Gessius_Marcianus,,,,
http://www.wikidata.org/entity/Q3290272,"Marcus Jallius Bassus Fabius Valerianus",,"2nd century Roman senator, governor and legate",human,https://en.wikipedia.org/wiki/Marcus_Iallius_Bassus,,,,
http://www.wikidata.org/entity/Q81180139,"Marcus Julius Agrippa",,"commander of the Ala Gallorum Tauriana civium Romanorum torquata victrix in 122 AD",human,,,,,
http://www.wikidata.org/entity/Q2062146,"Marcus Julius Alexander",,"Alexandrian Jewish merchant (16-44 CE)",human,https://en.wikipedia.org/wiki/Marcus_Julius_Alexander,"Alexander the Alabarch",http://www.wikidata.org/entity/Q1243557,,
http://www.wikidata.org/entity/Q15982235,"Marcus Julius Gessius Bassianus",,"3rd century Roman nobleman and member of the Arval brethren",human,https://en.wikipedia.org/wiki/Marcus_Julius_Gessius_Bassianus,"Marcus Iulius Gessius Marcianus",http://www.wikidata.org/entity/Q2494981,"Julia Avita Mamaea",http://www.wikidata.org/entity/Q235090
http://www.wikidata.org/entity/Q104836992,"Marcus Julius Martius",,"2nd century centurion",human,,,,,
http://www.wikidata.org/entity/Q650813,"Marcus Julius Vestinus Atticus",,"Roman consul 65 AD",human,https://en.wikipedia.org/wiki/Marcus_Julius_Vestinus_Atticus,"Lucius Julius Vestinus",http://www.wikidata.org/entity/Q1873593,,
http://www.wikidata.org/entity/Q3290273,"Marcus Junius",,"brother of Lucius Brutus of the tyranicide","human whose existence is disputed",,"Marcus Junius",http://www.wikidata.org/entity/Q3290274,Tarquinia,http://www.wikidata.org/entity/Q3515798
http://www.wikidata.org/entity/Q3290274,"Marcus Junius",,"father of Lucius Junius Brutus of the tyranicide","human whose existence is disputed",,http://www.wikidata.org/.well-known/genid/6b5f9935df959cc8172b922ab44faf81,http://www.wikidata.org/.well-known/genid/6b5f9935df959cc8172b922ab44faf81,http://www.wikidata.org/.well-known/genid/888abaffcb4fec1411c974ccd09ca0e7,http://www.wikidata.org/.well-known/genid/888abaffcb4fec1411c974ccd09ca0e7
http://www.wikidata.org/entity/Q11033721,"Marcus Junius Brutus",,"tribune of the plebs 195 BC",human,,http://www.wikidata.org/.well-known/genid/0655eb05614673b99b62d759dc7a046b,http://www.wikidata.org/.well-known/genid/0655eb05614673b99b62d759dc7a046b,http://www.wikidata.org/.well-known/genid/ee6f38af7587be77ced979cd732e8240,http://www.wikidata.org/.well-known/genid/ee6f38af7587be77ced979cd732e8240
http://www.wikidata.org/entity/Q11935164,"Marcus Junius Brutus",,"Roman jurist",human,,"Marcus Junius Brutus",http://www.wikidata.org/entity/Q3656292,,
http://www.wikidata.org/entity/Q11935165,"Marcus Junius Brutus",,"Roman advocate",human,,"Marcus Junius Brutus",http://www.wikidata.org/entity/Q11935164,http://www.wikidata.org/.well-known/genid/f41f96f7ff8783eee8afc7186c16014f,http://www.wikidata.org/.well-known/genid/f41f96f7ff8783eee8afc7186c16014f
http://www.wikidata.org/entity/Q172248,"Marcus Junius Brutus",,"assassin of Julius Caesar",human,https://en.wikipedia.org/wiki/Marcus_Junius_Brutus,"Marcus Junius Brutus the Elder",http://www.wikidata.org/entity/Q1358824,Hortensia,http://www.wikidata.org/entity/Q469712
