Wikidata,PersonInWikidata,PersonInPausanias,Description,Entity,Wikipedia,FatherLabel,FatherURL,MotherLabel,MotherURL
http://www.wikidata.org/entity/Q4774687,"Antidorus of Cyme",,grammarian,human,https://en.wikipedia.org/wiki/Antidorus_of_Cyme,,,,
http://www.wikidata.org/entity/Q4774697,Antidotos,,"Ancient Greek painter",human,https://en.wikipedia.org/wiki/Antidotus,,,,
http://www.wikidata.org/entity/Q117193877,Antidotus,,"peintre du IIIe s. av. J.-C.",human,,,,,
http://www.wikidata.org/entity/Q3618675,Antidotus,,"Athenian poet of Old Comedy",human,https://en.wikipedia.org/wiki/Antidotus_(poet),,,,
http://www.wikidata.org/entity/Q11906114,Antigenes,,"Ancient Greek historian",human,https://en.wikipedia.org/wiki/Antigenes_(historian),,,,
http://www.wikidata.org/entity/Q575274,Antigenes,,"Ancient Macedonian general",human,https://en.wikipedia.org/wiki/Antigenes_(general),,,,
http://www.wikidata.org/entity/Q76715984,"Antigenes of Athens",,"Ancient Greek dithyrambic poet",human,,,,,
http://www.wikidata.org/entity/Q768633,Antigenidas,,"flute player and poet",human,https://en.wikipedia.org/wiki/Antigenidas_of_Thebes,,,,
http://www.wikidata.org/entity/Q60687867,Antignotus,,"4th c. BCE Greek sculptor",human,,,,,
http://www.wikidata.org/entity/Q11906117,Antigone,,"daughter of Pheres in Greek mythology","mythological Greek character",,Pheres,http://www.wikidata.org/entity/Q731181,,
http://www.wikidata.org/entity/Q131351,Antigone,,"mythical daughter of Oedipus and Jocasta","mythological Greek character",https://en.wikipedia.org/wiki/Antigone,Oedipus,http://www.wikidata.org/entity/Q130890,Jocasta,http://www.wikidata.org/entity/Q131445
http://www.wikidata.org/entity/Q269946,Antigone,,"wife of Pyrrhus I, king of Epire",human,https://en.wikipedia.org/wiki/Antigone_of_Epirus,Philip,http://www.wikidata.org/entity/Q7183085,"Berenice I of Egypt",http://www.wikidata.org/entity/Q39962
http://www.wikidata.org/entity/Q575455,Antigone,,"daughter of Eurytion in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Antigone_of_Phthia,Eurytion,http://www.wikidata.org/entity/Q1128881,,
http://www.wikidata.org/entity/Q518039,"Antigone of Macedon",,"daughter of Cassander, mother of Berenice I of Egypt",human,https://en.wikipedia.org/wiki/Antigone_of_Macedon,Cassander,http://www.wikidata.org/entity/Q5049217,,
http://www.wikidata.org/entity/Q575456,"Antigone of Troy",,"daughter of Laomedon in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Antigone_of_Troy,Laomedon,http://www.wikidata.org/entity/Q332324,,
http://www.wikidata.org/entity/Q237325,"Antigonid dynasty",,"dynasty of Hellenistic kings",dynasty,https://en.wikipedia.org/wiki/Antigonid_dynasty,,,,
http://www.wikidata.org/entity/Q17615845,Antigonis,,"ancient Athenian phyle",Phyle,,,,,
http://www.wikidata.org/entity/Q16167462,"Antigonos of Alexandria",,"ancient Greek grammarian",human,https://en.wikipedia.org/wiki/Antigonus_of_Alexandria,,,,
http://www.wikidata.org/entity/Q11906118,"Antigonos of Kyme",,"ancient writer on agriculture",human,https://en.wikipedia.org/wiki/Antigonus_of_Cumae,,,,
http://www.wikidata.org/entity/Q21684155,"Antigonos of Macedonia",,"ancient Olympic runner",human,,,,,
http://www.wikidata.org/entity/Q108649245,Antigonus,,,"mythological Greek character",https://en.wikipedia.org/wiki/Antigonus_(mythology),,,,
http://www.wikidata.org/entity/Q15456634,Antigonus,,"ancient Greek army surgeon",human,https://en.wikipedia.org/wiki/Antigonus_(physician),,,,
http://www.wikidata.org/entity/Q16167478,Antigonus,,"Greek historian",human,https://en.wikipedia.org/wiki/Antigonus_(historian),,,,
http://www.wikidata.org/entity/Q40459554,Antigonus,,"Seleucid admiral",human,https://en.wikipedia.org/wiki/Antigonus_(Seleucid_admiral),,,,
http://www.wikidata.org/entity/Q9618505,Antigonus,,"member of Macedonian Antigonid dynasty",human,"https://en.wikipedia.org/wiki/Antigonus,_son_of_Echecrates",Echecrates,http://www.wikidata.org/entity/Q9250168,,
http://www.wikidata.org/entity/Q7184449,"Antigonus I",,"son of John Hyrcanus",human,,"John Hyrcanus",http://www.wikidata.org/entity/Q319043,,
http://www.wikidata.org/entity/Q200401,"Antigonus I Monophthalmus",Ἀντιγόνου,"nobleman, general, satrap and king",human,https://en.wikipedia.org/wiki/Antigonus_I_Monophthalmus,Philippus,http://www.wikidata.org/entity/Q115747078,"mother of Antigonus Monophtalmus",http://www.wikidata.org/entity/Q115747052
http://www.wikidata.org/entity/Q241386,"Antigonus II Gonatas",Ἀντίγονος,"king of Macedonia",human,https://en.wikipedia.org/wiki/Antigonus_II_Gonatas,"Demetrius I of Macedon",http://www.wikidata.org/entity/Q59734,Phila,http://www.wikidata.org/entity/Q269964
http://www.wikidata.org/entity/Q108816,"Antigonus III Doson",Ἀντιγόνου,"king of Macedonia",human,https://en.wikipedia.org/wiki/Antigonus_III_Doson,"Demetrius the Fair",http://www.wikidata.org/entity/Q878405,"Olympias of Larissa",http://www.wikidata.org/entity/Q10340775
http://www.wikidata.org/entity/Q554362,"Antigonus of Carystus",,"Ancient Greek writer",human,https://en.wikipedia.org/wiki/Antigonus_of_Carystus,,,,
http://www.wikidata.org/entity/Q575585,"Antigonus of Carystus",,"antiker Dichter",human,,,,,
http://www.wikidata.org/entity/Q38257148,"Antigonus of Nicaea",,"ancient Greek astrologist",human,,,,,
http://www.wikidata.org/entity/Q2590159,"Antigonus of Sokho",,"Third century BCE Jewish scholar",human,https://en.wikipedia.org/wiki/Antigonus_of_Sokho,,,,
http://www.wikidata.org/entity/Q2590159,"Antigonus of Sokho",,"Third century BCE Jewish scholar",Tannaim,https://en.wikipedia.org/wiki/Antigonus_of_Sokho,,,,
http://www.wikidata.org/entity/Q3618703,Antileon,,"ancient Greek author who wrote a work on chronology",human,,,,,
http://www.wikidata.org/entity/Q3618704,Antileon,,"son of Heracles in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Antileon_(mythology),Heracles,http://www.wikidata.org/entity/Q122248,Procris,http://www.wikidata.org/entity/Q12774686
http://www.wikidata.org/entity/Q110621612,"Antileon of Metapontum",,"tyrant-slayer in south Italy",human,,,,,
http://www.wikidata.org/entity/Q21548741,Antilochus,,"mythical son of Heracles","mythological Greek character",,Heracles,http://www.wikidata.org/entity/Q122248,,
http://www.wikidata.org/entity/Q577552,Antilochus,Ἀντιλόχου,"mythological prince, son of Nestor","mythological Greek character",https://en.wikipedia.org/wiki/Antilochus_of_Pylos,Nestor,http://www.wikidata.org/entity/Q193267,Anaxibia,http://www.wikidata.org/entity/Q488626
http://www.wikidata.org/entity/Q577552,Antilochus,Ἀντιλόχου,"mythological prince, son of Nestor","mythological Greek character",https://en.wikipedia.org/wiki/Antilochus_of_Pylos,Nestor,http://www.wikidata.org/entity/Q193267,"Eurydice of Pylos",http://www.wikidata.org/entity/Q1378452
http://www.wikidata.org/entity/Q3618707,Antimache,,"wife of Eurystheus","mythological Greek character",https://en.wikipedia.org/wiki/Antimache,Amphidamas,http://www.wikidata.org/entity/Q16515495,,
http://www.wikidata.org/entity/Q7002050,Antimachides,,"ancient architect in Athens",human,,,,,
http://www.wikidata.org/entity/Q122827552,Antimachus,,"mythological Greek character, advisor to Priam","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q122827842,Antimachus,,"mythological Greek character, son of Pyles, brother of Cyanthus, killed by Heracles","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q122827858,Antimachus,,"mythological Greek character, part of the hunt for the Calydonian Boar and the battle of the Lapiths and Centaurs","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q122827889,Antimachus,,"mythological Greek character, one of the suitors of Penelope","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q122827947,Antimachus,,"mythological Greek character, Cretan warrior in the Trojan war, killed by Aeneas","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q17516371,Antimachus,,"Greek mythical character, son of Thrasyanor","mythological Greek character",,Thrasyanor,http://www.wikidata.org/entity/Q17516397,,
http://www.wikidata.org/entity/Q21548747,Antimachus,,"son of Aegyptus in Greek mythology","mythological Greek character",,Aegyptus,http://www.wikidata.org/entity/Q404844,,
http://www.wikidata.org/entity/Q21548753,Antimachus,,"son of Heracles in Greek myth","mythological Greek character",,Heracles,http://www.wikidata.org/entity/Q122248,Nicippe,http://www.wikidata.org/entity/Q3339693
http://www.wikidata.org/entity/Q23640758,Antimachus,,sculptor,human,https://en.wikipedia.org/wiki/Antimachus_(sculptor),,,,
http://www.wikidata.org/entity/Q4067022,Antimachus,,"Greek mythical character, Greek warrior who sat in the Wooden Horse","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q577769,Antimachus,Ἀντιμάχου,"Ancient Greek poet and grammarian",human,https://en.wikipedia.org/wiki/Antimachus,,,,
http://www.wikidata.org/entity/Q17115134,"Antimachus of Elis",,"ancient Greek olympics victor in stadion",human,https://en.wikipedia.org/wiki/Antimachus_of_Elis,,,,
http://www.wikidata.org/entity/Q11906122,"Antimachus of Heliopolis",,"ancient Greek poet",human,https://en.wikipedia.org/wiki/Antimachus_of_Heliopolis,,,,
http://www.wikidata.org/entity/Q577773,"Antimachus of Teos",,"ancient Greek poet",human,https://en.wikipedia.org/wiki/Antimachus_of_Teos,,,,
http://www.wikidata.org/entity/Q12873757,"Antimedon of Cyzicus",,"Greek epigrammatist, perhaps from the Garland of Philip",human,,,,,
http://www.wikidata.org/entity/Q17542231,Antimenes,Ἀντιμένης,"son of Deiphontes in Greek mythology","mythological Greek character",,Deiphontes,http://www.wikidata.org/entity/Q912772,Hyrnetho,http://www.wikidata.org/entity/Q830706
http://www.wikidata.org/entity/Q122827979,Antinoe,,"mythological Greek character, wife of Lycurgus, king of Arcadia; otherwise known as Cleophile or Eurynome","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q26690189,Antinoe,Ἀντινόην,"Greek mythical character, daughter of Pelias","mythological Greek character",,Pelias,http://www.wikidata.org/entity/Q182439,,
http://www.wikidata.org/entity/Q4067040,Antinoe,Ἀντινόη,"Greek mythical character, daughter of Cepheus","mythological Greek character",,"Cepheus, King of Tegea",http://www.wikidata.org/entity/Q1509662,,
http://www.wikidata.org/entity/Q55287285,Antinoos,,"Greek mythological character, son of Priamos","mythological Greek character",,Priam,http://www.wikidata.org/entity/Q170473,,
