person,personLabel,genderLabel,personDescription,entityLabel,citizen,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q1400413,Tyrrhenus,male,son of Atys in Greek mythology,mythological Greek character,,,Atys,,,https://en.wikipedia.org/wiki/Tyrrhenus,http://www.wikidata.org/entity/Q3628093,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1400413,Tyrrhenus,male,son of Atys in Greek mythology,mythological Greek character,,,Telephus,,,https://en.wikipedia.org/wiki/Tyrrhenus,http://www.wikidata.org/entity/Q916442,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12760076,Tyrsenus,male,mythical son of Heracles and a Lydian,mythological Greek character,,,Heracles,,,,http://www.wikidata.org/entity/Q122248,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q316094,Tyrtaeus,male,Greek lyric poet,human,http://www.wikidata.org/entity/Q5690,-0700-01-01T00:00:00Z,,,Sparta,https://en.wikipedia.org/wiki/Tyrtaeus,,,http://www.wikidata.org/entity/Q5690,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1430302,Tzotcho Boiadjiev,male,Bulgarian philosopher and historian,human,http://www.wikidata.org/entity/Q219,,,,Troyan,,,,http://www.wikidata.org/entity/Q851855,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q664800,Ubii,,Ancient Germanic tribe,tribe,,,,,,https://en.wikipedia.org/wiki/Ubii,,,,,,
http://www.wikidata.org/entity/Q4002524,Ucalegon,male,Trojan noble in the Iliad,mythological Greek character,,,,,,https://en.wikipedia.org/wiki/Ucalegon,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20995532,Uchoreus,male,personnage de la mythologie grecque,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4002579,Udaeus,male,one of the mythical Spartoi of Thebes,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q7879756,Ulpia,female,aunt of emperor Trajan and grandmother of emperor Hadrian,human,http://www.wikidata.org/entity/Q1747689,0086-01-01T00:00:00Z,Marcus Ulpius,http://www.wikidata.org/.well-known/genid/b8d138e603b7aeeee05a63f6286c7e70,,https://en.wikipedia.org/wiki/Ulpia_(grandmother_of_Hadrian),http://www.wikidata.org/entity/Q112897589,http://www.wikidata.org/.well-known/genid/b8d138e603b7aeeee05a63f6286c7e70,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q106689952,Ulpia Fortunata,female,Roman from the first half of the 2nd century,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q237622,Ulpia Marciana,female,elder sister of the Roman Emperor Trajan (48-112),human,http://www.wikidata.org/entity/Q1747689,0112-01-01T00:00:00Z,Marcus Ulpius Traianus,Marcia,,https://en.wikipedia.org/wiki/Ulpia_Marciana,http://www.wikidata.org/entity/Q714856,http://www.wikidata.org/entity/Q3132611,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q263385,Ulpia Severina,female,Roman empress from 270 to 275,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/00a1b41c03fb972b8aff61f27128e65b,Ulpius Crinitus,,,https://en.wikipedia.org/wiki/Ulpia_Severina,http://www.wikidata.org/entity/Q4474948,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q310076,Ulpian,male,early 3rd century Roman jurist,human,http://www.wikidata.org/entity/Q1747689,0223-01-01T00:00:00Z,,,Tyre,https://en.wikipedia.org/wiki/Ulpian,,,http://www.wikidata.org/entity/Q82070,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q310076,Ulpian,male,early 3rd century Roman jurist,human,http://www.wikidata.org/entity/Q1747689,0228-01-01T00:00:00Z,,,Tyre,https://en.wikipedia.org/wiki/Ulpian,,,http://www.wikidata.org/entity/Q82070,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1383547,Ulpianus,male,late Roman rhetorician,human,,http://www.wikidata.org/.well-known/genid/e8b3331521120872f0b13abda8417def,,,Ashkelon,,,,http://www.wikidata.org/entity/Q60956,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11953911,Ulpius Flavianus,male,proconsul of Liguria in 323 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4003092,Ulpius Julianus,male,Praetorian prefect under emperor Macrinus,human,http://www.wikidata.org/entity/Q1747689,0218-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Ulpius_Julianus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q7879761,Ulpius Limenius,male,Roman consul 349 AD,human,http://www.wikidata.org/entity/Q1747689,0349-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Ulpius_Limenius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q16227473,Ulpius Marcellus,male,possible son of Ulpius Marcellus, governor of Britannia,prosopographical phantom,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Ulpius_Marcellus_(son),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q963764,Ulpius Marcellus,male,Late 2nd century Roman governor of Britannia,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Ulpius_Marcellus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q84357676,Ulpius Marcianus,male,2nd-century Roman military diplomat,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q66809757,Ulpius Saturninus,male,Roman governor of Dacia inferior in 146,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q84356005,Ulpius Titianus,male,prefect of Cohors I Baetasiorum civium Romanorum in 155 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q98658558,Ulpius Titus,male,2nd or 3rd-century member of the Roman emperors mounted bodyguard,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79134768,Ulpius Victor,male,Roman governor of Noricum between 155 and 157,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q389236,Umbri,,ancient people of Italy,ethnic group,,,,,,https://en.wikipedia.org/wiki/Umbri,,,,,,
http://www.wikidata.org/entity/Q389236,Umbri,,ancient people of Italy,civilization,,,,,,https://en.wikipedia.org/wiki/Umbri,,,,,,
http://www.wikidata.org/entity/Q11953937,Umbricius Melior,male,haruspice romain,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,,,Florence,,,,http://www.wikidata.org/entity/Q2044,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q7881718,Ummidia Cornificia Faustina,female,niece of the Roman Emperor Marcus Aurelius (141–182),human,http://www.wikidata.org/entity/Q1747689,0182-01-01T00:00:00Z,Gaius Annianus Verus,Annia Cornificia Faustina,Rome,https://en.wikipedia.org/wiki/Ummidia_Cornificia_Faustina,http://www.wikidata.org/entity/Q12275936,http://www.wikidata.org/entity/Q1284248,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q7881721,Ummidia Quadratilla,female,1st century AD Roman woman,human,http://www.wikidata.org/entity/Q1747689,0200-01-01T00:00:00Z,Gaius Ummidius Durmius Quadratus,Sallustia,Rome,https://en.wikipedia.org/wiki/Ummidia_Quadratilla,http://www.wikidata.org/entity/Q1399513,http://www.wikidata.org/entity/Q121379102,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q717084,Umur Beg,male,Emir of Aydin, corsair,human,http://www.wikidata.org/entity/Q717112,1348-01-01T00:00:00Z,,,Aydın,https://en.wikipedia.org/wiki/Umur_of_Ayd%C4%B1n,,,http://www.wikidata.org/entity/Q170457,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q114315369,Unknown Gods,,Greek divinities worshipped in Phaleron and elsewhere,Greek deity,,,,,,,,,,,,
http://www.wikidata.org/entity/Q57245646,unnamed daughter of Borysthenes,female,daughter of Borysthenes in Greek mythology,mythological Greek character,,,Borysthenes,,,,http://www.wikidata.org/entity/Q3493453,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q104002,Urania,female,Muse of astronomy and astrology in Greek mythology,mythical character,,,Zeus,Mnemosyne,,https://en.wikipedia.org/wiki/Urania,http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q102884,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q104002,Urania,female,Muse of astronomy and astrology in Greek mythology,water deity,,,Zeus,Mnemosyne,,https://en.wikipedia.org/wiki/Urania,http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q102884,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q104002,Urania,female,Muse of astronomy and astrology in Greek mythology,Muses,,,Zeus,Mnemosyne,,https://en.wikipedia.org/wiki/Urania,http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q102884,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q4006319,Uranio,male,,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q259150,Uranius,male,two possible 3rd century Roman imperial usurpers,human,http://www.wikidata.org/entity/Q1747689,0254-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Uranius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q109929283,Uranius,male,ancient author of a description of Arabia,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q25444668,Uranius,male,Byzantine philosopher,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q104806239,Uranius of Nola,male,prebitero di Nola,human,http://www.wikidata.org/entity/Q1747689,0431-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,sky deity,,,Aether,Gaia,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q189175,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,Greek primordial deity,,,Aether,Gaia,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q189175,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,sky deity,,,Aether,Hemera,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q189175,http://www.wikidata.org/entity/Q192107,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,Greek primordial deity,,,Aether,Hemera,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q189175,http://www.wikidata.org/entity/Q192107,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,sky deity,,,Chaos,Gaia,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q131090,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,Greek primordial deity,,,Chaos,Gaia,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q131090,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,Greek primordial deity,,,Chaos,Hemera,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q131090,http://www.wikidata.org/entity/Q192107,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,sky deity,,,Chaos,Hemera,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q131090,http://www.wikidata.org/entity/Q192107,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,Greek primordial deity,,,Ophion,Gaia,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q1053307,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,sky deity,,,Ophion,Gaia,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q1053307,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,sky deity,,,Ophion,Hemera,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q1053307,http://www.wikidata.org/entity/Q192107,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q79999,Uranus,male,primordial Greek deity, god of the Sky,Greek primordial deity,,,Ophion,Hemera,,https://en.wikipedia.org/wiki/Uranus_(mythology),http://www.wikidata.org/entity/Q1053307,http://www.wikidata.org/entity/Q192107,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q125631,Urban I,male,pope,human,http://www.wikidata.org/entity/Q1747689,0230-05-19T00:00:00Z,,,Rome,https://en.wikipedia.org/wiki/Pope_Urban_I,,,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q125631,Urban I,male,pope,human,http://www.wikidata.org/entity/Q1747689,0230-05-23T00:00:00Z,,,Rome,https://en.wikipedia.org/wiki/Pope_Urban_I,,,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4006392,Urbano,male,Catholic priest,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q664742,Urbanus,male,Possible Roman imperial usurper in 271 or 272,human,http://www.wikidata.org/entity/Q1747689,0271-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Urbanus_(usurper),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q109557344,Urbanus,male,ancient Roman metalworker,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q469853,Urgulania,female,prominent noblewoman during the reigns of Augustus and Tiberius and friend of empress Livia,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,Urgulanius,,,https://en.wikipedia.org/wiki/Urgulania,http://www.wikidata.org/entity/Q108941507,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q108941507,Urgulanius,male,father of Urgulania the friend of Livia,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q731413,Ursicinus,male,Roman general,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Ursicinus_(magister_equitum),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q298769,Ursicinus,male,priest, elected pope in 366/367,human,http://www.wikidata.org/entity/Q1747689,0384-01-01T00:00:00Z,,,Roman Empire,https://en.wikipedia.org/wiki/Antipope_Ursicinus,,,http://www.wikidata.org/entity/Q2277,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q9367142,Ursicinus of Brescia,male,Eastern Orthodox saint and bishop,human,http://www.wikidata.org/entity/Q1747689,0347-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Ursicinus_of_Brescia,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q120404347,Ursinus,male,Roman historian cited by Mabbug and Michael the Great,human whose existence is disputed,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q113800871,Ursula Hagedorn,female,,human,http://www.wikidata.org/entity/Q183,,,,,,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q4006540,Ursulus,male,Roman politician,human,http://www.wikidata.org/entity/Q1747689,0361-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11954107,Ursus,male,Roman figure in time of Domitian,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q940204,Ursus of Ravenna,male,bishop,human,http://www.wikidata.org/entity/Q1747689,0396-01-01T00:00:00Z,,,Sicily,https://en.wikipedia.org/wiki/Ursus_of_Ravenna,,,http://www.wikidata.org/entity/Q1460,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q543873,Ursus of Solothurn,male,Egyptian saint,human,http://www.wikidata.org/entity/Q1747689,0300-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Ursus_of_Solothurn,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q66361351,Uttedius Honoratus,male,Statthalter 144,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q507623,Vaballathus,male,emperor of the Palmyrene Empire from 267 to 272,human,http://www.wikidata.org/entity/Q877875,0273-01-01T00:00:00Z,Odaenathus,Zenobia,Palmyra,https://en.wikipedia.org/wiki/Vaballathus,http://www.wikidata.org/entity/Q348583,http://www.wikidata.org/entity/Q189705,http://www.wikidata.org/entity/Q5747,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q507623,Vaballathus,male,emperor of the Palmyrene Empire from 267 to 272,human,http://www.wikidata.org/entity/Q1747689,0273-01-01T00:00:00Z,Odaenathus,Zenobia,Palmyra,https://en.wikipedia.org/wiki/Vaballathus,http://www.wikidata.org/entity/Q348583,http://www.wikidata.org/entity/Q189705,http://www.wikidata.org/entity/Q5747,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q2310278,Vaccaei,,pre-Roman Celtic people of Northern Spain,ethnic group,,,,,,https://en.wikipedia.org/wiki/Vaccaei,,,,,,
http://www.wikidata.org/entity/Q60040662,Vagellius,male,Roman poet,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q15852382,Valens,male,griechischer Koroplast,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q172471,Valens,male,Roman emperor from 364 to 378,human,http://www.wikidata.org/entity/Q1747689,0378-08-10T00:00:00Z,Gratian,,Vinkovci,https://en.wikipedia.org/wiki/Valens,http://www.wikidata.org/entity/Q1254885,,http://www.wikidata.org/entity/Q221495,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q656609,Valens Thessalonicus,male,3rd century Roman imperial usurper,human,http://www.wikidata.org/entity/Q1747689,0261-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Valens_Thessalonicus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q18645519,Valentin Kalan,male,,human,http://www.wikidata.org/entity/Q83286,,,,Kranj,,,,http://www.wikidata.org/entity/Q1021,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q18645519,Valentin Kalan,male,,human,http://www.wikidata.org/entity/Q215,,,,Kranj,,,,http://www.wikidata.org/entity/Q1021,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q46720,Valentinian I,male,Roman emperor from 364 to 375,human,http://www.wikidata.org/entity/Q12544,0375-11-18T00:00:00Z,Gratian,,Pannonia Secunda,https://en.wikipedia.org/wiki/Valentinian_I,http://www.wikidata.org/entity/Q1254885,,http://www.wikidata.org/entity/Q2604816,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q46720,Valentinian I,male,Roman emperor from 364 to 375,human,http://www.wikidata.org/entity/Q1747689,0375-11-18T00:00:00Z,Gratian,,Pannonia Secunda,https://en.wikipedia.org/wiki/Valentinian_I,http://www.wikidata.org/entity/Q1254885,,http://www.wikidata.org/entity/Q2604816,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q46846,Valentinian II,male,Roman emperor from 375 to 392,human,http://www.wikidata.org/entity/Q1747689,0392-05-16T00:00:00Z,Valentinian I,Justina,Trier,https://en.wikipedia.org/wiki/Valentinian_II,http://www.wikidata.org/entity/Q46720,http://www.wikidata.org/entity/Q254471,http://www.wikidata.org/entity/Q3138,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q170026,Valentinian III,male,emperor of the Western Roman Empire (419-455),human,http://www.wikidata.org/entity/Q1747689,0455-03-17T00:00:00Z,Constantius III,Galla Placidia,Ravenna,https://en.wikipedia.org/wiki/Valentinian_III,http://www.wikidata.org/entity/Q201905,http://www.wikidata.org/entity/Q237907,http://www.wikidata.org/entity/Q13364,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q749909,Valentinianus Galates,male,Imperial Roman prince and consul (366-369),human,http://www.wikidata.org/entity/Q1747689,0369-01-01T00:00:00Z,Valens,Albia Dominica,Galatia,https://en.wikipedia.org/wiki/Valentinianus_Galates,http://www.wikidata.org/entity/Q172471,http://www.wikidata.org/entity/Q272630,http://www.wikidata.org/entity/Q26847,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q884904,Valentinus,male,Roman usurper against Emperor Valentinian I,human,http://www.wikidata.org/entity/Q1747689,0368-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Valentinus_(rebel),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q309864,Valentinus,male,Egyptian gnostic theologian (c.100–c. 160),human,,0160-01-01T00:00:00Z,,,Nile Delta,https://en.wikipedia.org/wiki/Valentinus_(Gnostic),,,http://www.wikidata.org/entity/Q179528,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q105757478,Valentinus,male,Roman writer around 400 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q93257035,Valeria,female,wife of Quintus Pedius,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/c2750feb00e42ae4450be3539579d73c,Marcus Valerius Messalla Niger,http://www.wikidata.org/.well-known/genid/d39c84b30a896062852cc192d7a73ab1,Ancient Rome,,http://www.wikidata.org/entity/Q722935,http://www.wikidata.org/.well-known/genid/d39c84b30a896062852cc192d7a73ab1,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q93258316,Valeria,female,Roman noblewoman, mother of Sulpicia,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/f679c5bd2beb4d13bf7139fae2b8e0a8,Marcus Valerius Messalla Niger,Polla,Ancient Rome,,http://www.wikidata.org/entity/Q722935,http://www.wikidata.org/entity/Q12141786,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q63162713,Valeria,female,hostage of Porsenna,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/896cce9518cbefc9bf37fe9349fb52db,Publius Valerius Poplicola,http://www.wikidata.org/.well-known/genid/bb33734f6693b55cc8d3dcf5d01de1e3,http://www.wikidata.org/.well-known/genid/00d01be18aa5e618d954566c2ac056a0,,http://www.wikidata.org/entity/Q318726,http://www.wikidata.org/.well-known/genid/bb33734f6693b55cc8d3dcf5d01de1e3,http://www.wikidata.org/.well-known/genid/00d01be18aa5e618d954566c2ac056a0,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q64853894,Valeria,female,maternal grandmother of Lucan,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/c9c76da175d89c1de3f51b1fbb3bf69e,Titus Valerius,http://www.wikidata.org/.well-known/genid/f60252f31f4439fc90177a2259b5fa4e,http://www.wikidata.org/.well-known/genid/664c519441f2eca30d90de373ad5ef34,,http://www.wikidata.org/entity/Q64853920,http://www.wikidata.org/.well-known/genid/f60252f31f4439fc90177a2259b5fa4e,http://www.wikidata.org/.well-known/genid/664c519441f2eca30d90de373ad5ef34,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q63149450,Valeria,female,priestess of Fortuna,human,http://www.wikidata.org/entity/Q1747689,-0486-01-01T00:00:00Z,Volusus Valerius,http://www.wikidata.org/.well-known/genid/5564ad311fc69d784e80cc40c4ab3a13,http://www.wikidata.org/.well-known/genid/1518cb4119670033efce03c4955e0e50,,http://www.wikidata.org/entity/Q63149369,http://www.wikidata.org/.well-known/genid/5564ad311fc69d784e80cc40c4ab3a13,http://www.wikidata.org/.well-known/genid/1518cb4119670033efce03c4955e0e50,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q121118654,Valeria Catulla,female,wife of the distinguished Hellene Tiberius Claudius Marcellus,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q45535,Valeria Maximilla,female,Roman empress and wife of Emperor Maxentius,human,http://www.wikidata.org/entity/Q1747689,0312-01-01T00:00:00Z,Galerius,http://www.wikidata.org/.well-known/genid/7f4cd188d4e30150b138557537464170,,https://en.wikipedia.org/wiki/Valeria_Maximilla,http://www.wikidata.org/entity/Q172168,http://www.wikidata.org/.well-known/genid/7f4cd188d4e30150b138557537464170,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q432141,Valeria Messalla,female,wife of Sulla, Roman dictator,human,http://www.wikidata.org/entity/Q1747689,,Marcus Valerius Messalla Niger,Hortensia,,https://en.wikipedia.org/wiki/Valeria_(wife_of_Sulla),http://www.wikidata.org/entity/Q722935,http://www.wikidata.org/entity/Q106641929,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q91361630,Valeria Messallia,female,daughter of Claudia Marcella Minor,human,http://www.wikidata.org/entity/Q1747689,,Marcus Valerius Messalla Messallinus,Claudia Marcella Minor,,,http://www.wikidata.org/entity/Q1232435,http://www.wikidata.org/entity/Q8265475,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q291907,Valeria of Milan,female,ancient Christian saint,human,http://www.wikidata.org/entity/Q1747689,0200-01-01T00:00:00Z,,,Milan,https://en.wikipedia.org/wiki/Valeria_of_Milan,,,http://www.wikidata.org/entity/Q490,http://www.wikidata.org/entity/Q6581072,,
