person,personLabel,genderLabel,personDescription,entityLabel,citizen,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q21548765,Astyages,male,ASTYĂGES , is , einer von des Perseus Gegenpartey, welcher bey dem Tumulte, auf dessen Beylager dem Akonteus eines zu versetzen suchte. Da aber dieser durch Anschauung des Kopfes der Medusa in einen Stein verwandelt worden, und er folglich auf solc,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q271527,Astyages,male,king of Media,human,,-0600-01-01T00:00:00Z,Cyaxares,,Ecbatana,https://en.wikipedia.org/wiki/Astyages,http://www.wikidata.org/entity/Q297855,,http://www.wikidata.org/entity/Q696193,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12874168,Astyalus,male,Trojan in the Iliad,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1215850,Astyanassa,female,character from Greek mythology,mythological Greek character,,,,,,https://en.wikipedia.org/wiki/Astyanassa,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q106886990,Astyanax,male,ancient Arcadian honored by statue on Mt. Lycaeum,human whose existence is disputed,,,,,Arcadia,,,,http://www.wikidata.org/entity/Q12898802,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q334787,Astyanax,male,mythical son of Hector,mythological Greek character,,,Hector,Andromache,,https://en.wikipedia.org/wiki/Astyanax,http://www.wikidata.org/entity/Q159666,http://www.wikidata.org/entity/Q19376,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12359854,Astyanax,male,child of Heracles in Greek mythology,mythological Greek character,,,Heracles,Epilais,,,http://www.wikidata.org/entity/Q122248,http://www.wikidata.org/entity/Q60486876,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q21021096,Astyanax of Miletus,male,ancient Greek olympic games victor, 4th century BC,human,,,,,Miletus,,,,http://www.wikidata.org/entity/Q169460,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q108281053,Astybies,male,son of Heracles,mythological Greek character,,,Heracles,Calametis,,https://en.wikipedia.org/wiki/Astybies,http://www.wikidata.org/entity/Q122248,http://www.wikidata.org/entity/Q107031162,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q55836509,Astycrateia,female,daughter of Aeolus in Greek mythology,mythological Greek character,,,Aeolus,,,,http://www.wikidata.org/entity/Q172549,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55836513,Astycrateia,female,mythical daughter of Amphion,mythological Greek character,,,Amphion,Niobe,,,http://www.wikidata.org/entity/Q242835,http://www.wikidata.org/entity/Q213621,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55836507,Astycrateia,female,mythical daughter of Polyeidos,mythological Greek character,,,Polyeidos,Eurydameia,,,http://www.wikidata.org/entity/Q2335996,http://www.wikidata.org/entity/Q15808903,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q91121912,Astycrates,male,ally of Lysander at Aegospotami, he was represented in a votive group in Delphi,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q10973743,Astydamas the Elder,male,Athenian tragedy writer,human,http://www.wikidata.org/entity/Q844930,,Morsimus,,,,http://www.wikidata.org/entity/Q1179257,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11907040,Astydamas the Younger,male,tragedy writer,human,http://www.wikidata.org/entity/Q844930,,Astydamas the Elder,,Athens,,http://www.wikidata.org/entity/Q10973743,,http://www.wikidata.org/entity/Q1524,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q10399416,Astydameia,female,daughter of Amyntor, consort of Heracles,mythological Greek character,,,Amyntor,,,,http://www.wikidata.org/entity/Q1172040,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752330,Astydameia,female,wife of Acastus, queen of Iolcus,mythological Greek character,,,Cretheus,,,,http://www.wikidata.org/entity/Q869665,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752337,Astydameia,female,daughter of Pelops,mythological Greek character,,,Pelops,Hippodamia,,,http://www.wikidata.org/entity/Q192485,http://www.wikidata.org/entity/Q328354,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752338,Astydameia,female,daughter of Phorbas,mythological Greek character,,,Phorbas,,,,http://www.wikidata.org/entity/Q22965548,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752340,Astydameia,female,daughter of Strophius,mythological Greek character,,,Strophius,Anaxibia,,,http://www.wikidata.org/entity/Q1421896,http://www.wikidata.org/entity/Q284487,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752340,Astydameia,female,daughter of Strophius,mythological Greek character,,,Strophius,Astyoche,,,http://www.wikidata.org/entity/Q1421896,http://www.wikidata.org/entity/Q55857733,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752340,Astydameia,female,daughter of Strophius,mythological Greek character,,,Strophius,Cyndragora,,,http://www.wikidata.org/entity/Q1421896,http://www.wikidata.org/entity/Q12879535,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752341,Astygites,male,mythical character,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q15816339,Astygonus,male,son of Priam in Greek mythology,mythological Greek character,,,Priam,,,https://en.wikipedia.org/wiki/Astygonus,http://www.wikidata.org/entity/Q170473,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q108649228,Astylochus,male,,mythological Greek character,,,,,,https://en.wikipedia.org/wiki/Astylochus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q705166,Astylos of Croton,male,ancient Greek athlete,human,,-0500-01-01T00:00:00Z,,,Crotone,https://en.wikipedia.org/wiki/Astylos_of_Croton,,,http://www.wikidata.org/entity/Q6681,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3627547,Astymedusa,female,Mycenaean princess in Greek mythology,mythological Greek character,,,Sthenelus,,,https://en.wikipedia.org/wiki/Astymedusa,http://www.wikidata.org/entity/Q1062299,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55853786,Astynome,female,mythical daughter of Amphion,mythological Greek character,,,Amphion,Niobe,,,http://www.wikidata.org/entity/Q242835,http://www.wikidata.org/entity/Q213621,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55854121,Astynome,female,mythical daughter of Talaus,mythological Greek character,,,Talaus,,,,http://www.wikidata.org/entity/Q668054,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55855188,Astynomus,male,son of Priam in Greek mythology,mythological Greek character,,,Priam,,,https://en.wikipedia.org/wiki/Astynomus,http://www.wikidata.org/entity/Q170473,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q55855535,Astynous,male,,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q55855533,Astynous,male,mythical Trojan fighter,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q2868633,Astynous,male,mythical son of Phaeton,mythological Greek character,,,Phaethon,,,,http://www.wikidata.org/entity/Q3378668,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q15360381,Astyoche,female,person from Greek mythology, daughter of Aktor,mythological Greek character,,,Actor,,,,http://www.wikidata.org/entity/Q2823758,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55857244,Astyoche,female,person from Greek mythology, daughter of Amphion and Niobe,mythological Greek character,,,Amphion,Niobe,,,http://www.wikidata.org/entity/Q242835,http://www.wikidata.org/entity/Q213621,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55857733,Astyoche,female,person in Greek mythology, sister of Agamemnon and wife of Strophios,mythological Greek character,,,Atreus,,,,http://www.wikidata.org/entity/Q192469,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q990991,Astyoche,female,daughter of Laomedon,mythological Greek character,,,Laomedon,Strymo,,,http://www.wikidata.org/entity/Q332324,http://www.wikidata.org/entity/Q1688206,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q48774282,Astyoche,female,person from Greek mythology, daughter of Phylas,mythological Greek character,,,Phylas,,,,http://www.wikidata.org/entity/Q3744926,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q990991,Astyoche,female,daughter of Laomedon,mythological Greek character,,,Priam,Strymo,,,http://www.wikidata.org/entity/Q170473,http://www.wikidata.org/entity/Q1688206,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q752353,Astyoche,female,daughter of Simoeis in Greek mythology,mythological Greek character,,,Simoeis,,,,http://www.wikidata.org/entity/Q2479077,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q55858386,Astyochus,male,son of Aeolus in Greek mythology,mythological Greek character,,,Aeolus,Cyane,,,http://www.wikidata.org/entity/Q172549,http://www.wikidata.org/entity/Q3676266,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q371206,Astypalaea,female,lover of Poseidon in Greek mythology,mythological Greek character,,,Phoenix,Perimede,,https://en.wikipedia.org/wiki/Astypalaea,http://www.wikidata.org/entity/Q1145956,http://www.wikidata.org/entity/Q2070948,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q3627551,Astypylus,male,Trojan warrior killed by Achilles,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3627552,Astyrius,male,politician,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Astyrius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4833410,Aśvakas,,ancient people of NW south Asia,isolated human group,,,,,,https://en.wikipedia.org/wiki/A%C5%9Bvaka,,,,,,
http://www.wikidata.org/entity/Q55862382,Asýlas,male,,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q5710243,Atabyrius,male,divinity of Rhodes, epithet of Zeus,Greek deity,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q5710243,Atabyrius,male,divinity of Rhodes, epithet of Zeus,epithet,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q190323,Atalanta,female,Greek mythological character, the only female Argonaut,mythological Greek character,,,Iasus,Clymene,,https://en.wikipedia.org/wiki/Atalanta,http://www.wikidata.org/entity/Q16559355,http://www.wikidata.org/entity/Q2344103,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q190323,Atalanta,female,Greek mythological character, the only female Argonaut,mythological Greek character,,,Maenalus,Clymene,,https://en.wikipedia.org/wiki/Atalanta,http://www.wikidata.org/entity/Q6035819,http://www.wikidata.org/entity/Q2344103,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q190323,Atalanta,female,Greek mythological character, the only female Argonaut,mythological Greek character,,,Schoeneus,Clymene,,https://en.wikipedia.org/wiki/Atalanta,http://www.wikidata.org/entity/Q2640491,http://www.wikidata.org/entity/Q2344103,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q11907082,Atalanta de Beòcia,female,personatge mitològic,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q9635770,Atalante,female,sister of Perdiccas the Macedonian,human,http://www.wikidata.org/entity/Q83958,,,,,,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q13375989,Atalante,female,mythical daughter of Iasius,mythological Greek character,,,Iasus,,,,http://www.wikidata.org/entity/Q16559355,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q221735,Atargatis,female,ancient goddess of Northern Syria,water deity,,,,,,https://en.wikipedia.org/wiki/Atargatis,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q15816352,Atas,male,trojan prince in Greek mythology,mythological Greek character,,,Priam,,,https://en.wikipedia.org/wiki/Atas,http://www.wikidata.org/entity/Q170473,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q55956887,Ate,female,,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q210871,Atë,female,Ancient Greek goddess of mischief,allegorical Greek deity,,,Zeus,Eris,,https://en.wikipedia.org/wiki/Ate_(mythology),http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q140001,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q754977,Ateas,male,Scythian king,human,,-0338-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Ateas,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q2869296,Atenágoras de Éfeso,male,tirano de la polis de Éfeso en el siglo VI a. C,human,,,Melas,,,,http://www.wikidata.org/entity/Q16706766,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q754544,Atepomarus,male,deity,Celtic deity,,,,,,https://en.wikipedia.org/wiki/Atepomarus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3627856,Athamas,male,philosophe antique,human,,,,,Paestum,,,,http://www.wikidata.org/entity/Q329967,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q754716,Athamas,male,Person der griechischen Mythologie,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q65227400,Athamas,male,son of Aegyptus in Greek mythology,mythological Greek character,,,Aegyptus,,,,http://www.wikidata.org/entity/Q404844,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q143880,Athamas,male,son of Minyas in Greek mythology,mythological Greek character,,,Aiolos,Enarete,,https://en.wikipedia.org/wiki/Athamas,http://www.wikidata.org/entity/Q406388,http://www.wikidata.org/entity/Q48665,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q143880,Athamas,male,son of Minyas in Greek mythology,mythological Greek character,,,Aiolos,Zeuxippe,,https://en.wikipedia.org/wiki/Athamas,http://www.wikidata.org/entity/Q406388,http://www.wikidata.org/entity/Q46845955,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q143880,Athamas,male,son of Minyas in Greek mythology,mythological Greek character,,,Minyas,Enarete,,https://en.wikipedia.org/wiki/Athamas,http://www.wikidata.org/entity/Q1466343,http://www.wikidata.org/entity/Q48665,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q143880,Athamas,male,son of Minyas in Greek mythology,mythological Greek character,,,Minyas,Zeuxippe,,https://en.wikipedia.org/wiki/Athamas,http://www.wikidata.org/entity/Q1466343,http://www.wikidata.org/entity/Q46845955,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q754714,Athamas,male,son of Oenopion in Greek mythology,mythological Greek character,,,Oenopion,,,,http://www.wikidata.org/entity/Q937216,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q16172174,Athanadas,male,Greek local historian of Ambracia,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q182235,Athanadoros,male,ancient Greek sculptor,human,http://www.wikidata.org/entity/Q13533316,-0100-01-01T00:00:00Z,,,Rhodes,,,,http://www.wikidata.org/entity/Q43048,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q44024,Athanasios of Alexandria,male,Patriarch of Alexandria,human,http://www.wikidata.org/entity/Q1747689,0373-01-01T00:00:00Z,,,Alexandria,https://en.wikipedia.org/wiki/Athanasius_of_Alexandria,,,http://www.wikidata.org/entity/Q87,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q44024,Athanasios of Alexandria,male,Patriarch of Alexandria,human,http://www.wikidata.org/entity/Q1747689,0373-05-03T00:00:00Z,,,Alexandria,https://en.wikipedia.org/wiki/Athanasius_of_Alexandria,,,http://www.wikidata.org/entity/Q87,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4813242,Athanasios of Emesa,male,Byzantine jurist,human,http://www.wikidata.org/entity/Q12544,,,,,https://en.wikipedia.org/wiki/Athanasios_of_Emesa,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q760242,Athanasius of Anazarbe,male,Arian bishop,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q754890,Athanis,male,historian, author and writer (0400-0400),human,http://www.wikidata.org/entity/Q4420718,-0400-01-01T00:00:00Z,,,Syracuse,,,,http://www.wikidata.org/entity/Q13670,http://www.wikidata.org/entity/Q6581097,,
